type; ID; name; ID2; data; FR;GB
MENU;100;Couleur;11;;Bleu pâle;Light Blue
MENU;100;Couleur;12;;Marron;Brown
MENU;100;Couleur;13;;Rose;Rose
MENU;100;Couleur;14;;Orange;Orange
MENU;100;Couleur;15;;Jaune;Yellow
MENU;100;Couleur;16;;Jaune pâle;Light Yellow
MENU;100;Couleur;17;;Marine;Marine
MENU;100;Couleur;18;;Marine pâle;Light Marine
MENU;100;Couleur;19;;Violet;Violet
MENU;100;Couleur;20;;Magenta;Magenta
MENU;100;Couleur;21;;Magenta pâle;Light Magenta
MENU;100;Couleur;22;;-;-
MENU;100;Couleur;23;;Choisir une couleur…;Choose other color…
MENU;101;;0;flags=FFFFFEFF;Tri;Sort
MENU;101;Tri;1;;Par base;by Database
MENU;101;Tri;2;;Par date;by Date
MENU;101;Tri;3;;Par joueur noir;by Black Player
MENU;101;Tri;4;;Par joueur blanc;by White Player
MENU;101;Tri;5;;Par ouverture;by Opening
MENU;101;Tri;6;;Par résultat théorique;by Theorical Score
MENU;101;Tri;7;;Par score réel;by Real Score
MENU;101;Tri;8;;-;-
MENU;101;Tri;9;;Trier suivant un classement de tournoi…;matching players order…
MENU;102;;0;flags=FFFFFFBF;Copier spécial;Copy (special)
MENU;102;Copier spécial;1;keyEquiv=©;Copier la suite des coups en TEXT;Copy the sequence of moves as TEXT
MENU;102;Copier spécial;2;;Copier le diagramme de la partie en TEXT;Copy game diagram as TEXT
MENU;102;Copier spécial;3;;Copier la position courante en TEXT;Copy current position as TEXT
MENU;102;Copier spécial;4;;Copier la position courante en HTML;Copy current position as HTML
MENU;102;Copier spécial;5;;Copier la position pour script de finales;Copy position for endgame script
MENU;102;Copier spécial;6;;-;-
MENU;102;Copier spécial;7;keyEquiv=0;Copier un diagramme 10x10…;Copy 10x10 diagram…
MENU;103;;0;flags=FFFFFFFF;Réouvrir;Reopen
MENU;104;;0;flags=FFFFFFFF;Milieu de partie (n meilleures notes);N best values
MENU;104;Milieu de partie (n meilleures notes);1;;2 meilleures notes;2 best values
MENU;104;Milieu de partie (n meilleures notes);2;;3 meilleures notes;3 best values
MENU;104;Milieu de partie (n meilleures notes);3;;4 meilleures notes;4 best values
MENU;104;Milieu de partie (n meilleures notes);4;;5 meilleures notes;5 best values
MENU;104;Milieu de partie (n meilleures notes);5;;6 meilleures notes;6 best values
MENU;104;Milieu de partie (n meilleures notes);6;;7 meilleures notes;7 best values
MENU;104;Milieu de partie (n meilleures notes);7;;8 meilleures notes;8 best values
MENU;104;Milieu de partie (n meilleures notes);8;;9 meilleures notes;9 best values
MENU;104;Milieu de partie (n meilleures notes);9;;10 meilleures notes;10 best values
MENU;104;Milieu de partie (n meilleures notes);10;;11 meilleures notes;11 best values
MENU;104;Milieu de partie (n meilleures notes);11;;12 meilleures notes;12 best values
MENU;105;;0;flags=FFFFFDFF;Nb de meilleures notes;Nb of best values
MENU;105;Nb de meilleures notes;1;;Meilleure note;Principale value
MENU;105;Nb de meilleures notes;2;;2 meilleures notes  ;2 best values
MENU;105;Nb de meilleures notes;3;;3 meilleures notes;3 best values
MENU;105;Nb de meilleures notes;4;;4 meilleures notes;4 best values
MENU;105;Nb de meilleures notes;5;;5 meilleures notes;5 best values
MENU;105;Nb de meilleures notes;6;;6 meilleures notes;6 best values
MENU;105;Nb de meilleures notes;7;;7 meilleures notes;7 best values
MENU;105;Nb de meilleures notes;8;;8 meilleures notes;8 best values
MENU;105;Nb de meilleures notes;9;;-;All values
MENU;105;Nb de meilleures notes;10;;Toutes les notes;
MENU;106;;0;flags=FFFFEFFF;Profondeur;Depth
MENU;106;Profondeur;1;;Profondeur 3;Depth 3
MENU;106;Profondeur;2;;Profondeur 5;Depth 5
MENU;106;Profondeur;3;;Profondeur 7;Depth 7
MENU;106;Profondeur;4;;Profondeur 9;Depth 9
MENU;106;Profondeur;5;;Profondeur 11;Depth 11
MENU;106;Profondeur;6;;Profondeur 13;Depth 13
MENU;106;Profondeur;7;;Profondeur 15;Depth 15
MENU;106;Profondeur;8;;Profondeur 17;Depth 17
MENU;106;Profondeur;9;;Profondeur 19;Depth 19
MENU;106;Profondeur;10;;Profondeur 21;Depth 21
MENU;106;Profondeur;11;;Profondeur 23;Depth 23
MENU;106;Profondeur;12;;-;-
MENU;106;Profondeur;13;;10 sec. par coup;10 sec. per move
MENU;106;Profondeur;14;;20 sec. par coup;20 sec. per move
MENU;106;Profondeur;15;;30 sec. par coup;30 sec. per move
MENU;106;Profondeur;16;;1 min. par coup;1 min. per move
MENU;106;Profondeur;17;;2 min. par coup;2 min. per move
MENU;106;Profondeur;18;;5 min. par coup;5 min. per move
MENU;106;Profondeur;19;;15 min. par coup   ;15 min. per move
MENU;106;Profondeur;20;;1 h. par coup;1 h. per move
MENU;107;;0;flags=FFFBFBFF;Durée analyse;Duration
MENU;107;Durée analyse;1;;Pendant 1 minute;During 1 minute
MENU;107;Durée analyse;2;;Pendant 2 minutes;During 2 minutes
MENU;107;Durée analyse;3;;Pendant 5 minutes;During 5 minutes
MENU;107;Durée analyse;4;;Pendant 10 minutes;During 10 minutes
MENU;107;Durée analyse;5;;Pendant 30 minutes;During 30 minutes
MENU;107;Durée analyse;6;;Pendant 1 heure;During 1 heure
MENU;107;Durée analyse;7;;Pendant 2 heures;During 2 heures
MENU;107;Durée analyse;8;;Pendant 6 heures;During 6 heures
MENU;107;Durée analyse;9;;Pendant 12 heures;During 12 heures
MENU;107;Durée analyse;10;;-;-
MENU;107;Durée analyse;11;;Jusqu'au coup 45;Up to move #45
MENU;107;Durée analyse;12;;Jusqu'au coup 40;Up to move #40
MENU;107;Durée analyse;13;;Jusqu'au coup 35;Up to move #35
MENU;107;Durée analyse;14;;Jusqu'au coup 30;Up to move #30
MENU;107;Durée analyse;15;;Jusqu'au coup 25;Up to move #25
MENU;107;Durée analyse;16;;Jusqu'au coup 20;Up to move #20
MENU;107;Durée analyse;17;;Jusqu'au coup 15;Up to move #15
MENU;107;Durée analyse;18;;-;-
MENU;107;Durée analyse;19;;Jusqu'à la fin des temps     ;Indefinitely
MENU;108;;0;flags=FFFFFFFF;Format;Format
MENU;108;Format;1;;format PGN (Portable Game Notation);format PGN (Portable Game Notation)
MENU;108;Format;2;;format WTB (WThor database);format WTB (WThor database)
MENU;108;Format;3;;format texte…;format texte…
MENU;108;Format;4;;format HTML…;format HTML…
MENU;108;Format;5;;format XOF (OthBase);format XOF (OthBase)
MENU;108;Format;6;;format PAR (Thor.par);format PAR (Thor.par)
MENU;109;;0;flags=FFFFFFFF;Pictures 2D;Pictures 2D
MENU;110;;0;flags=FFFFFFFF;Pictures 3D;Pictures 3D
MENU;111;;0;flags=FFFFFF6F;Gestion de la base;Gestion de la base
MENU;111;Gestion de la base;1;;Changer le tournoi des parties sélectionnées;Changer le tournoi des parties sélectionnées
MENU;111;Gestion de la base;2;;Changer le joueur noir des parties sélectionnées;Changer le joueur noir des parties sélectionnées
MENU;111;Gestion de la base;3;;Changer le joueur blanc des parties sélectionnées;Changer le joueur blanc des parties sélectionnées
MENU;111;Gestion de la base;4;;-;-
MENU;111;Gestion de la base;5;;Sélectionner les parties où score théorique = réel;Sélectionner les parties où score théorique = réel
MENU;111;Gestion de la base;6;;Calculer le score théorique des parties sélectionnées;Calculer le score théorique des parties sélectionnées
MENU;111;Gestion de la base;7;;-;-
MENU;111;Gestion de la base;8;;Créer un tournoi…;Créer un tournoi…
MENU;111;Gestion de la base;9;;Créer un joueur…;Créer un joueur…
MENU;112;;0;flags=FFFFFFDF;Gestion de la base;Gestion de la base
MENU;112;Gestion de la base;1;;Evaluation d'Edmond / score théorique;Edmond evaluations / theoretical scores
MENU;112;Gestion de la base;2;;Evaluation de Cassio / score théorique;Cassio  evaluations / theoretical scores
MENU;112;Gestion de la base;3;;Evaluation du vieux Cassio / score théorique;Old Cassio evaluations / theoretical scores
MENU;112;Gestion de la base;4;;Evaluation d'Edax / score théorique;Edax evaluations / theoretical scores
MENU;112;Gestion de la base;5;;-;-
MENU;112;Gestion de la base;6;;Score final / score théorique;Final score / theoretical score
MENU;112;Gestion de la base;7;;Evalluation d'ouverture / score final;Opening evaluation / final score
MENU;3001;;0;flags=FFFFFFFB;Ouverture;Opening
MENU;3001;Ouverture;1;;à la souris…;On Mouse…
MENU;3001;Ouverture;2;;-;-
MENU;3002;;0;flags=FFFFFFFB;Fond;Fond
MENU;3002;Fond;1;;Transparent;Translucid
MENU;3002;Fond;2;;-;-
MENU;3002;Fond;3;;Blanc;White
MENU;3002;Fond;4;;Vert;Green
MENU;3002;Fond;5;;Bleu;Blue
MENU;3002;Fond;6;;Cyan;Cyan
MENU;3002;Fond;7;;Magenta;Magenta
MENU;3002;Fond;8;;Rouge;Red
MENU;3002;Fond;9;;Jaune;Yellow
MENU;3002;Fond;10;;Noir;Black
MENU;3003;;0;flags=FFFFFFFF;Intensité;Intensity
MENU;3003;Intensité;1;;25%;25%
MENU;3003;Intensité;2;;50%;50%
MENU;3003;Intensité;3;;75%;75%
MENU;3003;Intensité;4;;100%;100%
MENU;3004;;0;flags=FFFFFFEF;Bases;Bases
MENU;3004;Bases;1;;Toutes les bases  ;All databases
MENU;3004;Bases;2;;Certaines bases  ;Some databases
MENU;3004;Bases;3;;Aucune base  ;No database
MENU;3004;Bases;4;;-;-
MENU;3005;;0;flags=FF6EEEEF;Marques spéciales;Special stones
MENU;3005;Marques spéciales;1;;Coup intéressant;Interesting move
MENU;3005;Marques spéciales;2;;Coup douteux;Dubious move
MENU;3005;Marques spéciales;3;;Coup exotique;Exotic move
MENU;3005;Marques spéciales;4;;-;-
MENU;3005;Marques spéciales;5;;Delta noir;Delta (black)
MENU;3005;Marques spéciales;6;;Delta blanc;Delta (white)
MENU;3005;Marques spéciales;7;;Delta (transparent);Delta (transparent)
MENU;3005;Marques spéciales;8;;-;-
MENU;3005;Marques spéciales;9;;Losange noir;Rhomb (black)
MENU;3005;Marques spéciales;10;;Losange blanc;Rhomb (white)
MENU;3005;Marques spéciales;11;;Losange (transparent);Rhomb (transparent)
MENU;3005;Marques spéciales;12;;-;-
MENU;3005;Marques spéciales;13;;Carré noir;Square (black)
MENU;3005;Marques spéciales;14;;Carré blanc;Square (white)
MENU;3005;Marques spéciales;15;;Carré (transparent);Square (transparent)
MENU;3005;Marques spéciales;16;;-;-
MENU;3005;Marques spéciales;17;;Petit rond noir;Circle (black)
MENU;3005;Marques spéciales;18;;Petit rond blanc;Circle (white)
MENU;3005;Marques spéciales;19;;Petit rond (transparent);Circle (transparent)
MENU;3005;Marques spéciales;20;;-;-
MENU;3005;Marques spéciales;21;;Croix;Cross
MENU;3005;Marques spéciales;22;;Étoile;Star
MENU;3005;Marques spéciales;23;;-;-
MENU;3005;Marques spéciales;24;;Flèche…;Arrow…
MENU;3005;Marques spéciales;25;;Ligne…;Line…
MENU;3006;;0;flags=FFFFFFEF;Type analyse;Analysis
MENU;3006;Type analyse;1;;Finale parfaite;Endgame (perfect)
MENU;3006;Type analyse;2;;Finale gagnant/perdant;Endgame (WLD)
MENU;3006;Type analyse;3;;Milieu de partie;Midgame analysis
MENU;3006;Type analyse;4;;-;-
MENU;3006;Type analyse;5;;Rien du tout;Nothing
MENU;3007;;0;flags=FFFFFFFB;Joueurs noirs récents;Recent Black Players
MENU;3007;Joueurs noirs récents;1;;Joueurs noirs récents;Recent Black Players
MENU;3007;Joueurs noirs récents;2;;-;-
MENU;3008;;0;flags=FFFFFFFB;Tournois récents;Recent Tournaments
MENU;3008;Tournois récents;1;;Tournois récents;Recent Tournaments
MENU;3008;Tournois récents;2;;-;-
MENU;3009;;0;flags=FFFFFFFB;Joueurs blancs récents;Recent White Players
MENU;3009;Joueurs blancs récents;1;;Joueurs blancs récents;Recent White Players
MENU;3009;Joueurs blancs récents;2;;-;-
MENU;3010;;0;flags=FFFFFFFB;Bases (saisie);Bases (saisie)
MENU;3010;Bases (saisie);1;;Créer une nouvelle base…;Create a new database…
MENU;3010;Bases (saisie);2;;-;-
MENU;3011;;0;flags=FFFFFFFF;Police Rapport;Police Rapport
MENU;3011;Police Rapport;1;;Baskerville;Baskerville
MENU;3011;Police Rapport;2;;Times New Roman;Times New Roman
MENU;3011;Police Rapport;3;;Moderne;Moderne
MENU;3011;Police Rapport;4;;Gill Sans;Gill Sans
MENU;3011;Police Rapport;5;;Simple (Mac OS 9);Simple (Mac OS 9)
MENU;3012;;0;flags=FFFFFFFF;Choix Evaluation;Choix Evaluation
MENU;3012;Choix Evaluation;1;;Cassio;Cassio
MENU;3012;Choix Evaluation;2;;Edmond;Edmond
MENU;3013;;0;flags=FFFFFFFF;Parallelisme;Parallelisme
MENU;3013;Parallelisme;1;;1;1
MENU;3013;Parallelisme;2;;2;2
MENU;3013;Parallelisme;3;;3;3
MENU;3013;Parallelisme;4;;4;4
MENU;3013;Parallelisme;5;;5;5
MENU;3013;Parallelisme;6;;6;6
MENU;3013;Parallelisme;7;;7;7
MENU;3013;Parallelisme;8;;8;8
MENU;3013;Parallelisme;9;;9;9
MENU;3013;Parallelisme;10;;10;10
MENU;3013;Parallelisme;11;;11;11
MENU;3013;Parallelisme;12;;12;12
MENU;3013;Parallelisme;13;;13;13
MENU;3013;Parallelisme;14;;14;14
MENU;3013;Parallelisme;15;;15;15
MENU;3013;Parallelisme;16;;16;16
MENU;3014;;0;flags=FFFFFFFF;Pop-up Liste;Pop-up Liste
MENU;3014;Pop-up Liste;1;;Enregistrer au format PGN…;Save as format PGN…
MENU;3014;Pop-up Liste;2;;Enregistrer au format WTB…;Save as format WTB…
MENU;3014;Pop-up Liste;3;;Enregistrer au format texte…;Save as format text…
MENU;3014;Pop-up Liste;4;;Enregistrer au format HTML…;Save as format HTML…
MENU;3014;Pop-up Liste;5;;Enregistrer au format XOF…;Save as format XOF…
MENU;3014;Pop-up Liste;6;;Enregistrer au format PAR…;Save as format PAR…
STR#;1000;;0;;Raccourcis;Raccourcis
STR#;1000;Raccourcis;1;;Liste des raccourcis de Cassio :;List of Cassio's shortcuts :
STR#;1000;Raccourcis;2;;;
STR#;1000;Raccourcis;3;;;
STR#;1000;Raccourcis;4;;Jeu contre Cassio :;Play against Cassio :
STR#;1000;Raccourcis;5;;;
STR#;1000;Raccourcis;6;;;
STR#;1000;Raccourcis;7;;;
STR#;1000;Raccourcis;8;;clic hors de l'othellier;click beside the board
STR#;1000;Raccourcis;9;;montre les coups légaux;show legal moves
STR#;1000;Raccourcis;10;;C;C
STR#;1000;Raccourcis;11;;change la couleur de Cassio;change Cassio's color
STR#;1000;Raccourcis;12;;option-X;option-X
STR#;1000;Raccourcis;13;;lance la réflexion de Cassio;make Cassio think
STR#;1000;Raccourcis;14;;option-F (option-G);option-F (option-G)
STR#;1000;Raccourcis;15;;lance la finale en mode meilleur coup (coup gagnant);make Cassio find best endgame move (best WLD move)
STR#;1000;Raccourcis;16;;effacement;delete
STR#;1000;Raccourcis;17;;montre puis joue la suggestion de Cassio;show/play Cassio's suggestion
STR#;1000;Raccourcis;18;;double-clic sur la courbe;double-click for the curve
STR#;1000;Raccourcis;19;;revient au coup correspondant;go back to indicated move
STR#;1000;Raccourcis;20;;;
STR#;1000;Raccourcis;21;;;
STR#;1000;Raccourcis;22;;;
STR#;1000;Raccourcis;23;;;
STR#;1000;Raccourcis;24;;Navigation dans la partie :;Game navigation :
STR#;1000;Raccourcis;25;;;
STR#;1000;Raccourcis;26;;;
STR#;1000;Raccourcis;27;;;
STR#;1000;Raccourcis;28;;R, flèche gauche;R, left arrow
STR#;1000;Raccourcis;29;;recule d'un coup;go back one move
STR#;1000;Raccourcis;30;;E, flèche droite;E, right arrow
STR#;1000;Raccourcis;31;;avance d'un coup;go forward one move
STR#;1000;Raccourcis;32;;O;O
STR#;1000;Raccourcis;33;;recule de deux coups;go back two moves
STR#;1000;Raccourcis;34;;P;P
STR#;1000;Raccourcis;35;;avance de deux coups;go forward two moves
STR#;1000;Raccourcis;36;;option-R, option-Z;option-R, option-Z
STR#;1000;Raccourcis;37;;retourne au début de la partie;go back to game beginning
STR#;1000;Raccourcis;38;;option-E;option-E
STR#;1000;Raccourcis;39;;va à la fin de la partie;go to last/final position
STR#;1000;Raccourcis;40;;option-clic sur une case;option-click on a square
STR#;1000;Raccourcis;41;;recule ou avance jusqu'au coup pointé;go to double-clicked move
STR#;1000;Raccourcis;42;;clic sur le dernier coup;click on last move
STR#;1000;Raccourcis;43;;déplacer/annuler le dernier coup;move/cancel the last move
STR#;1000;Raccourcis;44;;\newpage;\newpage
STR#;1000;Raccourcis;45;;\newpage;\newpage
STR#;1000;Raccourcis;46;;;
STR#;1000;Raccourcis;47;;;
STR#;1000;Raccourcis;48;;Fenêtre de la liste de parties :;Game list window :
STR#;1000;Raccourcis;49;;;
STR#;1000;Raccourcis;50;;;
STR#;1000;Raccourcis;51;;;
STR#;1000;Raccourcis;52;;L;L
STR#;1000;Raccourcis;53;;ouvre/ferme la fenêtre de liste;open/close the list window
STR#;1000;Raccourcis;54;;tabulation;tabulation key
STR#;1000;Raccourcis;55;;montre/cache les tournois dans la liste;show/hide the tournaments in the list
STR#;1000;Raccourcis;56;;majuscule-fl. haute/basse;shift-up/down arrow
STR#;1000;Raccourcis;57;;sélectionne la première/dernière partie de la liste;select the first/last game in the list
STR#;1000;Raccourcis;58;;pomme-clic dans les parties;command-click in the games
STR#;1000;Raccourcis;59;;sélection multiple de parties;select multiple games
STR#;1000;Raccourcis;60;;pomme-delete;command-delete key
STR#;1000;Raccourcis;61;;détruit les parties sélectionnées;remove the selected games from the list
STR#;1000;Raccourcis;62;;flêche droite/flêche gauche;right arrow/left arrow
STR#;1000;Raccourcis;63;;joue/déjoue un coup dans la partie sélectionnée;play/undo a move of in selected game
STR#;1000;Raccourcis;64;;retour chariot;return key
STR#;1000;Raccourcis;65;;joue la partie sélectionnée jusqu'à la fin;play selected game to the end
STR#;1000;Raccourcis;66;;entrée;enter key
STR#;1000;Raccourcis;67;;sélectionne les cases de sous-critères dans le ruban de la liste;select the sub-criteria field in the list window
STR#;1000;Raccourcis;68;;#NOM?;#NOM?
STR#;1000;Raccourcis;69;;complémentation du nom d'un joueur ou d'un tournoi (peut être répété);completion of a player's or tournament's name (can be repeated)
STR#;1000;Raccourcis;70;;pomme-option-Y;command-option-Y
STR#;1000;Raccourcis;71;;échange les Noirs et les Blancs dans les sous-critères;swap Black and White sub-criterias
STR#;1000;Raccourcis;72;;clic dans le ruban;click in the binding
STR#;1000;Raccourcis;73;;trie la liste selon le critère cliqué;sort list with respect to the column title
STR#;1000;Raccourcis;74;;clic sur le losange du ruban;click on the black diamond
STR#;1000;Raccourcis;75;;active/désactive les sous-critères;activate/deactivate sub-criterias
STR#;1000;Raccourcis;76;;option-clic sur le losange;option-click on the diamond
STR#;1000;Raccourcis;77;;échange les Noirs et les Blancs dans les sous-critères;swap Black and White in the sub-criterias
STR#;1000;Raccourcis;78;;;
STR#;1000;Raccourcis;79;;;
STR#;1000;Raccourcis;80;;;
STR#;1000;Raccourcis;81;;;
STR#;1000;Raccourcis;82;;Fenêtre des statistiques :;Statistics window :
STR#;1000;Raccourcis;83;;;
STR#;1000;Raccourcis;84;;S;S
STR#;1000;Raccourcis;85;;ouvre/ferme la fenêtre des statistiques;open/close the statistics window
STR#;1000;Raccourcis;86;;espace;space key
STR#;1000;Raccourcis;87;;joue le coup majoritaire des statistiques;play most common move of statistics
STR#;1000;Raccourcis;88;;clic sur une ligne;click on a line
STR#;1000;Raccourcis;89;;joue le coup correspondant sur l'othellier;play the move of the clicked line
STR#;1000;Raccourcis;90;;clic dans le ruban;click in the binding
STR#;1000;Raccourcis;91;;recule d'un coup;go back one move
STR#;1000;Raccourcis;92;;\newpage;\newpage
STR#;1000;Raccourcis;93;;\newpage;\newpage
STR#;1000;Raccourcis;94;;;
STR#;1000;Raccourcis;95;;;
STR#;1000;Raccourcis;96;;Dialogue de chargement de la base :;Base loading dialog :
STR#;1000;Raccourcis;97;;;
STR#;1000;Raccourcis;98;;;
STR#;1000;Raccourcis;99;;;
STR#;1000;Raccourcis;100;;clic sur les othelliers;click on mini-boards
STR#;1000;Raccourcis;101;;permet de jouer un coup ou de revenir en arriere;play a move or go back
STR#;1000;Raccourcis;102;;pomme-Z;command-Z
STR#;1000;Raccourcis;103;;recule d'un coup;go back one move
STR#;1000;Raccourcis;104;;pomme-N;command-N
STR#;1000;Raccourcis;105;;position de départ;standard initial position
STR#;1000;Raccourcis;106;;=;=
STR#;1000;Raccourcis;107;;complémentation du nom d'un joueur ou d'un tournoi (peut être répété);completion of a player's or tournament's name (can be repeated)
STR#;1000;Raccourcis;108;;tabulation;tabulation key
STR#;1000;Raccourcis;109;;navigation dans les champs de texte;select next text field
STR#;1000;Raccourcis;110;;;
STR#;1000;Raccourcis;111;;;
STR#;1000;Raccourcis;112;;;
STR#;1000;Raccourcis;113;;;
STR#;1000;Raccourcis;114;;Divers :;Miscellaneous :
STR#;1000;Raccourcis;115;;;
STR#;1000;Raccourcis;116;;;
STR#;1000;Raccourcis;117;;;
STR#;1000;Raccourcis;118;;3;3
STR#;1000;Raccourcis;119;;change la vue en 2D/3D;switch between 2D/3D view
STR#;1000;Raccourcis;120;;=;=
STR#;1000;Raccourcis;121;;ouvre/ferme la palette flottante;open/close the floatting palette
STR#;1000;Raccourcis;122;;pomme-option-W;command-option-W
STR#;1000;Raccourcis;123;;ferme toutes les fenêtres d'analyse (i.e. autre que l'othellier);close all windows, but the main one
STR#;1000;Raccourcis;124;;pomme-clic sur l'othellier;command-click on the board
STR#;1000;Raccourcis;125;;iconise Cassio;iconize Cassio
STR#;1000;Raccourcis;126;;option-case de dimension;option-size box
STR#;1000;Raccourcis;127;;permet de redimensionner la fenêtre de l'othellier sans changer;"resize the ""Board"" window without changing"
STR#;1000;Raccourcis;128;;;
STR#;1000;Raccourcis;129;;la taille de celui-ci;the size of the board squares
STR#;1000;Raccourcis;130;;option-P;option-P
STR#;1000;Raccourcis;131;;menu magique;magical menu
STR#;1000;Raccourcis;132;;option-ctrl-H-delete;option-ctrl-H-delete
STR#;1000;Raccourcis;133;;permet d'accéder à cet écran d'aide;show up this help dialog
STR#;1000;Raccourcis;134;;majuscule-F-F-O;shift-F-F-O
STR#;1000;Raccourcis;135;;fait le café;makes coffee
STR#;1000;Raccourcis;136;;\newpage;\newpage
STR#;1000;Raccourcis;137;;\newpage;\newpage
STR#;1000;Raccourcis;138;;;
STR#;1000;Raccourcis;139;;;
STR#;1000;Raccourcis;140;;Entrée de transcripts :;While typing transcripts:
STR#;1000;Raccourcis;141;;;
STR#;1000;Raccourcis;142;;;
STR#;1000;Raccourcis;143;;;
STR#;1000;Raccourcis;144;;pomme-N;command-N
STR#;1000;Raccourcis;145;;vide le transcript;empty the current transcript
STR#;1000;Raccourcis;146;;0-9;0-9
STR#;1000;Raccourcis;147;;chiffres;digits
STR#;1000;Raccourcis;148;;espace, entrée;space, enter
STR#;1000;Raccourcis;149;;espace;space
STR#;1000;Raccourcis;150;;=;=
STR#;1000;Raccourcis;151;;completion de la plus longue partie légale;try to complete the longest legal game
STR#;1000;Raccourcis;152;;return;return
STR#;1000;Raccourcis;153;;si le transcript est complet, on l'enregistre dans la base;if the game is complete, save it in the database
STR#;1000;Raccourcis;154;;;
STR#;1000;Raccourcis;155;;sinon, met l'othellier de gauche dans le transcript;otherwise transfer the left board moves to the transcript
STR#;1000;Raccourcis;156;;pomme-Z;command-Z
STR#;1000;Raccourcis;157;;annule la frappe;cancel last typing
STR#;1000;Raccourcis;158;;pomme-maj-Z;command-shift-Z
STR#;1000;Raccourcis;159;;redo (ie annule l'annulation);redo (ie cancel last cancel)
STR#;1000;Raccourcis;160;;/, espace dur;/, hard space
STR#;1000;Raccourcis;161;;insére un espace + décalage à droite;insert a space + shift to the right
STR#;1000;Raccourcis;162;;\, virgule;\, comma
STR#;1000;Raccourcis;163;;efface le caractere + décalage à gauche;delete the digit + shift to the left
STR#;1000;Raccourcis;164;;tabulation;tabulation
STR#;1000;Raccourcis;165;;cycle sur les doublons et les cases vides;cycle through duplicate moves and empty squares
STR#;1000;Raccourcis;166;;maj-tabulation;shift-tabulation
STR#;1000;Raccourcis;167;;idem, mais dans l'autre sens;same, but in opposite order
STR#;1000;Raccourcis;168;;+,-;+,-
STR#;1000;Raccourcis;169;;incrémente (décrémente) la case, et tous ses successeurs;increment (decrement) the square, and all its successors
STR#;1000;Raccourcis;170;;i, >;i, >
STR#;1000;Raccourcis;171;;incrémente la case sous le curseur;increment the square of the cursor position
STR#;1000;Raccourcis;172;;d, <;d, <
STR#;1000;Raccourcis;173;;décrémente la case sous le curseur;decrement the square of the cursor position
STR#;1000;Raccourcis;174;;flèches;arrows
STR#;1000;Raccourcis;175;;déplace le curseur à petits pas;move the cursor, small steps
STR#;1000;Raccourcis;176;;maj-flèches;shift-arrows
STR#;1000;Raccourcis;177;;déplace le curseur à grands pas;move the cursor, big steps
STR#;1000;Raccourcis;178;;pomme-flèche gauche;command-left arrow
STR#;1000;Raccourcis;179;;déplace le curseur au début de la ligne;move the cursor the beginning of line
STR#;1000;Raccourcis;180;;pomme-flèche droite;command-right arrow
STR#;1000;Raccourcis;181;;déplace le curseur à la fin de la ligne;move the cursor to the end of line
STR#;1000;Raccourcis;182;;pomme-flèche-en-haut;command-up arrow
STR#;1000;Raccourcis;183;;déplace le curseur en A1;move the cursor to A1
STR#;1000;Raccourcis;184;;pomme-flèche-en-bas;command-down arrow
STR#;1000;Raccourcis;185;;déplace le curseur en H8;move the cursor to H8
STR#;1000;Raccourcis;186;;escape;escape
STR#;1000;Raccourcis;187;;quitte le mode entrée de transcript;quit the transcript mode
STR#;2000;;0;;Menus changeants;Menus changeants
STR#;2000;Menus changeants;1;;Fermer la fenêtre;Close Window
STR#;2000;Menus changeants;2;;Tout fermer;Close All Windows
STR#;2000;Menus changeants;3;;Ajouter une minute à Noir;Add a Minute to Black
STR#;2000;Menus changeants;4;;Enlever une minute à Noir;Take a Minute from Black
STR#;2000;Menus changeants;5;;Ajouter une minute à Blanc;Add a Minute to White
STR#;2000;Menus changeants;6;;Enlever une minute à Blanc;Take a Minute from White
STR#;2000;Menus changeants;7;;Symétrie  ^0;Symetry  ^0
STR#;2000;Menus changeants;8;;Rotation   ^0;Rotation   ^0
STR#;2000;Menus changeants;9;;Jouer un nouveau solitaire;Play a New Solitaire
STR#;2000;Menus changeants;10;;Solitaire précédent;Previous Solitaire
STR#;2000;Menus changeants;11;;Sous-sélection active;Show Sub-Selection
STR#;2000;Menus changeants;12;;Intervertir les sous-critères des joueurs;Swap Sub-Selection Criteria
STR#;2000;Menus changeants;13;;Réouvrir;Reopen
STR#;2000;Menus changeants;14;;Réouvrir «^0»;"Reopen ""^0"""
STR#;2000;Menus changeants;15;;Iconiser;Iconize
STR#;2000;Menus changeants;16;;Déiconiser;Deiconize
STR#;2000;Menus changeants;17;;Milieu de partie (^0 meilleures notes);Midgame (^0 best values)
STR#;2000;Menus changeants;18;;Milieu de partie (n meilleures notes);Midgame (n best values)
STR#;2000;Menus changeants;19;;Enregistrer la solution du solitaire…;Save Solution of this Solitaire…
STR#;2000;Menus changeants;20;;Enregistrer la solution du solitaire (avec scores)…;Save Solution of this Solitaire (with scores)…
STR#;2000;Menus changeants;21;;reserved;reserved
STR#;2000;Menus changeants;22;;reserved;reserved
STR#;2000;Menus changeants;23;;reserved;reserved
STR#;2000;Menus changeants;24;;reserved;reserved
STR#;2000;Menus changeants;25;;reserved;reserved
STR#;2000;Menus changeants;26;;reserved;reserved
STR#;2000;Menus changeants;27;;reserved;reserved
STR#;2000;Menus changeants;28;;reserved;reserved
